68;93;28;46;102;62
83;40;12;25;55;26
2;38;16;40;6;38
66;19;10;21;132;12
8;82;86;48;16;246
18;62;68;27;27;20
53;46;31;68;26;30
43;41;9;21;43;41
63;65;70;71;126;43
55;19;14;29;82;6
71;91;58;69;142;60
83;51;71;98;55;76
37;58;1;20;55;29
21;19;55;33;31;6
94;12;84;36;282;18
95;10;14;20;285;10
99;84;10;12;66;168
71;51;89;72;213;25
32;13;54;18;48;13
91;7;37;6;91;7
33;24;26;27;66;24
46;74;11;9;46;24
53;29;30;74;17;9
44;41;20;46;88;41
44;91;95;38;88;91
27;32;84;29;40;64
58;18;37;44;58;18
67;93;25;31;67;46
46;35;5;4;69;35
38;72;35;18;57;48
54;60;63;78;108;60
18;15;18;53;27;5
35;40;35;47;35;20
90;17;11;48;45;25
51;48;80;74;102;144
9;79;61;20;9;237
36;44;82;29;72;29
37;80;29;52;37;53
23;23;44;41;11;7
29;66;79;64;9;66
94;85;92;20;94;56
52;73;51;45;156;73
94;76;34;46;188;25
21;75;7;36;10;75
23;45;43;32;7;135
31;44;94;52;31;44
43;47;2;41;43;70
93;18;77;7;46;18
46;52;68;39;138;52
38;40;46;16;57;13
47;22;27;27;141;66
18;24;44;44;18;16
70;67;32;41;46;22
53;17;29;47;17;17
54;58;71;63;18;174
26;99;94;47;39;99
24;8;88;46;8;2
57;62;76;47;28;62
68;3;78;25;34;4
10;75;51;33;10;225
78;53;61;41;156;53
17;22;65;3;8;33
83;45;27;41;249;45
20;14;11;21;60;28
23;83;62;21;34;27
49;42;21;26;98;21
29;28;53;15;14;42
28;94;73;20;18;141
26;81;46;54;26;243
25;63;67;8;25;31
97;21;32;37;291;21
84;65;90;43;84;65
85;100;58;36;127;300
64;86;50;42;64;258
40;60;73;68;40;20
80;79;93;21;80;26
55;41;53;31;27;20
9;58;43;49;3;58
63;85;64;94;63;127
25;15;19;27;37;45
40;66;72;15;60;66
41;45;43;52;82;90
37;40;60;9;37;26
77;38;37;41;231;12
85;72;38;43;56;144
92;42;100;16;30;14
68;51;57;28;34;34
30;41;54;52;10;41
59;12;16;24;59;8
68;67;13;68;136;100
79;44;82;64;26;66
2;70;24;16;1;23
100;98;25;28;50;147
55;24;18;71;18;24
46;45;54;90;46;30
48;36;42;53;16;24
66;35;60;59;44;35
88;77;79;5;88;38
99;79;75;18;99;52
56;22;86;47;56;33
92;44;65;39;138;44
60;78;73;86;120;156
10;63;15;38;15;63
45;88;37;86;45;44
59;61;14;46;39;122
83;12;96;8;41;24
83;49;82;54;27;147
52;50;89;81;104;100
22;25;22;21;22;12
82;66;55;32;123;198
35;58;64;48;105;58
21;64;71;71;21;128
26;61;36;54;17;30
75;84;66;87;50;56
49;92;56;88;49;184
40;72;75;75;80;72
48;59;60;80;24;29
79;55;44;6;26;165
11;97;85;49;33;32
35;28;39;43;105;84
83;81;68;92;249;81
24;17;36;19;72;51
73;41;43;10;73;82
45;60;49;62;45;40
30;51;32;31;45;25
96;82;11;9;32;82
14;14;39;81;4;4
1;92;78;20;3;138
40;10;36;13;20;5
13;51;19;19;19;51
55;96;76;18;18;192
44;65;81;68;88;97
60;52;99;2;60;17
77;51;84;41;115;76
76;78;56;47;76;78
84;13;94;19;42;19
13;53;63;49;13;79
42;44;52;41;63;44
71;31;9;32;213;15
15;96;4;13;15;96
39;52;73;24;26;52
76;10;75;31;114;15
21;23;68;9;21;7
33;91;58;15;49;273
55;36;61;51;55;12
59;94;88;42;177;282
59;45;67;52;59;45
65;44;80;4;97;132
81;63;28;16;27;63
82;73;41;44;123;73
44;80;3;48;66;40
63;32;42;50;42;32
54;69;14;11;54;207
68;90;75;17;136;90
60;38;5;23;30;38
42;14;76;29;84;7
29;77;43;38;29;25
93;37;64;35;31;37
37;46;23;11;37;30
72;64;76;41;48;32
60;79;100;84;40;118
15;74;48;14;45;74
62;69;18;56;62;34
45;20;68;23;15;20
88;60;29;12;88;60
78;89;62;67;234;89
45;33;75;33;45;33
46;58;29;58;69;58
53;88;83;86;53;58
46;49;51;51;23;49
82;87;92;25;82;261
91;24;94;30;60;16
68;36;26;38;102;24
44;36;55;13;88;24
43;21;58;65;43;31
64;78;49;25;128;78
72;40;41;15;36;40
83;56;41;26;41;28
24;14;40;16;24;4
65;5;95;16;97;5
11;86;92;40;11;43
43;35;33;17;28;35
2;45;97;25;3;45
99;29;12;34;99;43
54;41;6;74;54;20
47;89;67;45;47;89
11;33;40;42;3;33
32;37;82;18;16;74
70;86;68;29;35;57
100;47;83;41;50;47
31;30;76;71;62;10
64;35;45;18;192;105
17;72;57;78;17;144
26;10;73;9;8;3
45;48;63;53;45;48
9;45;20;19;9;45
37;53;75;38;37;159
48;22;92;37;72;7
64;52;32;10;192;52
37;83;11;81;74;83
33;60;51;60;33;20
91;26;75;15;136;78
60;68;62;70;60;34
50;99;39;94;16;99
59;39;55;61;39;13
7;73;2;33;2;24
48;27;31;17;72;40
24;53;84;25;48;53
82;39;94;9;41;39
54;29;79;41;18;29
78;24;68;39;156;36
92;52;8;19;46;17
61;51;67;43;40;153
37;29;61;80;111;87
36;40;88;79;72;40
59;19;83;78;59;38
43;42;50;55;64;14
92;73;91;9;92;219
60;15;65;7;60;10
52;30;41;65;78;45
64;62;56;62;192;62
23;18;40;13;46;54
18;50;63;39;27;16
28;58;80;83;28;174
35;42;33;27;35;84
72;20;9;38;72;10
49;74;77;37;73;49
21;75;55;12;42;225
24;53;45;43;24;53
11;58;37;21;7;58
52;45;47;39;52;135
47;49;35;36;94;147
35;24;35;46;35;36
17;40;31;57;17;40
65;47;57;64;21;47
4;8;57;16;6;16
67;5;92;32;100;5
23;6;57;12;69;2
28;37;20;40;28;37
78;73;100;16;52;146
87;89;81;10;87;178
49;86;83;48;73;86
20;87;44;48;20;87
90;17;76;23;135;11
85;50;62;57;42;150
79;25;98;50;52;50
75;12;48;77;75;12
82;52;17;39;82;78
37;14;30;35;37;21
68;7;68;6;204;21
59;32;88;33;88;32
30;44;5;57;60;22
63;98;53;80;63;49
71;90;13;35;71;30
24;89;53;6;16;267
27;13;59;40;27;13
15;51;65;68;45;34
16;62;21;40;8;62
73;15;38;48;219;22
32;71;81;1;64;47
84;50;47;75;84;25
35;21;27;13;105;31
43;76;33;29;64;76
99;93;96;11;148;93
10;53;72;4;6;17
23;47;11;15;23;47
74;24;33;45;148;16
31;76;46;31;20;38
48;91;31;14;144;136
94;68;49;72;31;68
78;83;58;29;39;83
23;44;27;38;11;29
25;25;16;12;25;50
63;60;59;64;126;40
63;79;21;37;21;237
27;10;100;6;18;3
100;97;74;23;100;97
56;2;32;13;37;2
3;74;71;43;4;74
29;49;51;45;87;147
28;52;44;45;84;26
28;43;29;23;42;28
85;28;32;48;255;56
26;54;18;30;13;81
65;65;29;48;97;21
33;31;1;49;16;46
36;2;62;17;36;6
74;17;67;25;37;8
54;31;50;21;27;31
14;5;7;16;14;15
9;49;7;60;27;98
63;68;49;54;126;34
99;2;88;49;99;2
52;75;54;28;78;150
39;99;94;25;117;99
57;60;50;13;57;90
70;87;4;24;35;87
65;95;42;5;65;95
84;23;93;28;42;69
15;29;6;52;10;29
53;69;22;10;53;69
52;67;66;18;52;201
15;49;34;36;5;49
8;74;53;32;8;49
34;33;14;27;68;22
61;40;45;50;183;40
97;20;47;6;145;13
33;59;72;16;99;118
42;28;25;23;14;9
9;35;34;81;6;35
20;22;70;78;13;14
3;6;41;26;1;9
8;6;79;50;4;9
3;52;6;33;3;52
58;17;71;49;58;34
5;1;51;34;1;1
8;29;59;44;8;43
5;78;59;32;15;156
93;78;52;38;279;78
78;57;87;63;78;114
59;24;45;50;59;24
19;69;48;40;6;34
65;96;64;24;43;192
14;7;80;25;14;10
59;46;29;42;59;15
10;76;7;46;30;50
90;57;15;48;180;28
76;41;80;7;25;41
10;55;14;44;10;55
65;74;73;43;21;111
96;80;79;18;48;160
71;73;74;48;71;219
66;96;46;9;44;48
5;15;37;22;5;45
75;22;47;17;37;7
57;84;66;44;57;84
44;79;49;84;14;118
30;13;5;71;20;6
77;30;71;10;154;60
10;67;9;34;3;67
81;44;31;32;243;132
83;90;86;51;166;270
97;69;80;47;194;69
16;19;66;26;8;19
40;46;42;40;60;46
82;81;94;10;164;40
25;45;17;58;25;135
52;11;43;10;34;33
26;3;27;7;39;6
65;31;70;14;97;62
17;92;10;6;8;46
51;1;18;46;51;2
19;39;14;13;19;13
32;22;69;32;96;22
40;56;56;43;40;112
9;6;3;42;9;9
75;74;81;18;225;24
87;25;38;48;130;25
76;48;79;87;228;48
82;80;48;31;123;40
39;28;38;22;58;56
32;60;78;31;64;30
35;37;41;10;105;55
22;26;28;33;22;26
5;8;84;46;3;8
52;7;40;21;52;4
42;100;46;8;126;66
61;8;85;36;40;16
38;41;83;83;38;123
89;7;10;16;44;7
14;11;43;32;28;33
74;15;42;48;74;45
23;54;48;43;11;36
28;93;94;42;28;62
61;69;25;13;30;207
93;4;97;9;139;4
18;34;11;68;18;51
20;27;4;7;20;27
62;8;29;47;124;8
24;50;62;10;48;50
53;89;54;35;79;89
74;39;56;57;74;39
16;15;54;46;16;15
17;24;26;7;11;24
33;23;21;63;99;69
44;46;29;28;132;15
24;51;22;35;24;51
25;40;12;5;75;13
38;64;46;17;19;64
42;28;37;39;84;28
19;13;19;30;19;39
31;34;78;53;31;34
71;83;89;75;106;249
84;30;82;22;42;30
62;53;64;67;62;53
80;25;14;35;80;50
42;97;34;47;42;194
73;43;75;63;146;28
12;83;92;16;6;41
52;35;55;69;156;11
51;59;60;59;76;177
7;90;97;1;7;90
32;66;62;54;32;99
26;27;38;42;78;81
41;96;73;23;82;32
66;61;23;74;66;61
100;72;80;24;200;216
45;42;85;49;45;21
60;74;35;38;60;24
57;50;40;82;114;100
34;56;56;50;68;84
48;49;29;41;16;98
59;63;94;70;59;21
67;93;82;6;33;93
33;25;34;34;33;75
50;55;38;40;150;18
43;25;46;21;43;25
100;92;3;8;100;30
100;16;67;21;300;16
44;86;41;79;132;172
28;43;59;19;28;43
61;51;15;10;61;153
28;35;25;39;9;35
67;80;27;10;33;80
64;93;64;40;128;93
41;49;27;25;20;24
92;35;54;35;30;23
28;93;86;31;56;62
94;6;19;24;282;3
29;13;13;19;58;19
100;47;47;9;200;47
34;54;39;23;51;36
25;37;85;6;8;12
83;76;92;46;83;38
75;92;9;18;75;276
36;31;67;61;72;20
62;45;43;26;31;30
27;15;15;21;27;5
83;82;87;8;83;123
46;32;47;15;15;64
66;20;69;46;198;40
66;44;73;47;66;44
78;72;76;50;26;48
76;42;83;47;228;42
51;99;98;32;51;99
40;72;51;35;13;48
23;44;63;20;15;66
36;19;28;37;24;19
36;28;44;48;108;28
60;2;42;15;60;2
81;98;38;20;243;294
34;43;72;42;17;43
89;92;2;14;89;30
95;90;48;89;285;135
94;24;53;11;62;12
93;61;98;7;186;91
92;26;17;45;138;39
17;78;16;19;51;39
46;49;73;1;30;24
84;79;94;25;252;158
38;72;95;15;76;36
44;58;8;17;22;116
94;61;54;19;62;61
74;29;89;13;148;87
36;71;73;8;108;47
49;8;54;40;49;8
39;34;95;14;26;11
76;4;77;49;76;2
78;41;32;38;156;41
2;68;7;64;2;34
56;20;48;54;112;20
98;87;27;22;98;58
35;35;54;20;70;35
21;56;38;6;31;37
17;75;37;42;34;75
34;59;83;43;34;19
93;35;12;15;93;17
89;81;14;87;267;81
16;34;20;12;8;68
87;74;4;26;261;24
29;37;70;4;9;74
45;44;14;14;135;22
27;74;20;5;27;222
27;34;36;44;27;51
46;48;70;62;92;16
41;28;46;47;61;56
66;39;59;1;66;39
73;43;29;48;36;64
49;13;85;23;49;13
26;20;41;30;26;30
2;98;24;46;2;294
18;53;84;6;6;79
68;73;67;22;136;73
25;46;43;51;75;23
44;20;31;17;44;30
73;99;86;41;36;148
61;47;47;44;61;23
52;60;38;47;104;60
16;43;10;18;5;21
18;47;29;62;27;141
71;68;25;19;47;102
82;29;91;41;82;29
95;60;59;33;31;60
71;33;62;66;71;16
85;55;16;29;42;55
90;38;49;71;135;38
80;34;60;20;26;11
71;95;75;50;23;190
42;87;95;25;21;261
23;36;6;23;34;12
45;34;32;23;30;34
5;76;10;25;5;76
59;39;47;75;59;117
40;48;66;54;80;72
73;11;19;25;146;33
10;36;39;12;20;36
97;49;86;12;64;73
65;37;29;67;32;74
49;97;21;33;16;97
47;75;63;47;31;150
97;37;74;9;97;12
24;22;22;28;12;7
87;88;74;73;174;176
37;93;34;94;74;93
16;85;17;37;8;28
74;47;97;26;222;23
28;21;40;43;56;21
14;69;31;30;21;138
58;70;83;41;174;210
38;33;45;33;76;33
28;59;46;21;84;177
53;29;59;92;53;58
74;7;7;47;74;14
68;57;18;35;34;57
75;48;21;16;37;16
100;10;22;33;100;10
10;85;75;49;6;56
43;42;33;53;43;84
28;7;59;33;14;7
31;72;42;48;93;48
59;65;52;47;59;97
46;83;86;24;92;55
63;75;74;3;31;50
55;63;45;42;55;31
90;74;78;29;90;148
79;84;32;1;79;168
50;85;85;4;150;28
43;98;21;38;28;65
73;5;86;27;219;7
31;42;62;44;20;14
14;29;32;17;14;58
47;56;50;37;94;56
60;30;64;48;20;30
28;2;21;32;28;2
24;19;17;19;24;12
25;4;55;5;12;1
10;27;29;23;30;27
76;80;32;27;25;26
83;41;40;43;166;41
77;59;36;40;154;59
65;54;43;47;65;18
58;41;57;50;58;61
11;38;38;24;11;114
59;68;73;40;177;45
23;34;47;64;23;68
77;81;73;47;77;27
84;62;63;28;84;31
18;46;63;55;36;46
19;52;14;46;19;17
15;20;5;28;15;40
67;87;22;13;44;130
42;70;43;47;63;23
28;73;64;46;14;73
80;79;81;7;80;26
92;56;65;19;46;56
17;16;26;19;17;10
64;48;65;63;32;144
49;98;22;24;49;49
47;11;33;11;141;3
19;16;43;6;38;10
28;25;32;39;84;25
43;47;63;60;28;15
6;63;90;20;3;189
